Player,FPTS,FPTS/G,ROST
Patrick Mahomes II,34.9,34.9,100.0%
Josh Allen,33.5,33.5,100.0%
Carson Wentz,29.7,29.7,0.2%
Jalen Hurts,24.7,24.7,100.0%
Justin Herbert,23.3,23.3,98.6%
Joe Burrow,22.2,22.2,39.5%
Jameis Winston,21.7,21.7,2.1%
Lamar Jackson,21.2,21.2,99.1%
Kyler Murray,20.6,20.6,73.2%
Marcus Mariota,19.8,19.8,0.2%
Ryan Tannehill,19.3,19.3,1.6%
Kirk Cousins,19.1,19.1,20.8%
Baker Mayfield,19.0,19.0,52.1%
Russell Wilson,17.8,17.8,69.9%
Geno Smith,17.2,17.2,62.4%
Daniel Jones,17.0,17.0,19.3%
Derek Carr,16.8,16.8,34.8%
Jared Goff,16.5,16.5,82.5%
Matt Ryan,16.3,16.3,0.0%
Davis Mills,15.5,15.5,0.0%
Joe Flacco,15.4,15.4,4.1%
Tua Tagovailoa,14.8,14.8,97.0%
Justin Fields,14.6,14.6,86.7%
Trevor Lawrence,14.4,14.4,91.2%
Mitch Trubisky,12.7,12.7,1.8%
Tom Brady,11.4,11.4,0.8%
Trey Lance,11.0,11.0,0.7%
Jacoby Brissett,10.9,10.9,0.1%
Matthew Stafford,10.8,10.8,44.5%
Mac Jones,9.5,9.5,3.8%
Dak Prescott,5.5,5.5,97.5%
Aaron Rodgers,4.7,4.7,19.8%
Jordan Love,2.6,2.6,72.8%
Cooper Rush,2.6,2.6,0.1%
Trace McSorley,2.5,2.5,0.1%
Jeff Driskel,0.5,0.5,0.0%
Matt Corral,0.0,0.0,0.0%
Chad Henne,0.0,0.0,0.1%
,,,
,,,
